E,79,21,20,20
E,101,21,20,20
E,125,21,20,20
E,150,21,20,20
E,174,21,20,20
E,79,48,20,20
E,101,48,20,20
E,125,48,20,20
E,150,48,20,20
E,174,48,20,20
E,79,74,20,20
E,101,74,20,20
E,125,74,20,20
E,150,74,20,20
E,174,74,20,20
E,79,99,20,20
E,101,99,20,20
E,125,99,20,20
E,150,99,20,20
E,174,99,20,20
E,79,126,20,20
E,101,126,20,20
E,125,126,20,20
E,150,126,20,20
E,174,126,20,20
E,79,151,20,20
E,101,151,20,20
E,125,151,20,20
E,150,151,20,20
E,174,151,20,20
E,79,176,20,20
E,101,176,20,20
E,125,176,20,20
E,150,176,20,20
E,174,176,20,20
E,79,200,20,20
E,101,200,20,20
E,125,200,20,20
E,150,200,20,20
E,174,200,20,20
E,79,227,20,20
E,101,227,20,20
E,125,227,20,20
E,150,227,20,20
E,174,227,20,20
E,79,251,20,20
E,101,251,20,20
E,125,251,20,20
E,150,251,20,20
E,174,251,20,20
D,262,22,20,20
D,286,22,21,20
D,311,22,20,20
D,336,22,20,20
D,360,22,20,20
D,262,46,20,20
D,286,46,20,20
D,311,46,21,20
D,336,46,20,20
D,360,46,20,20
D,262,72,20,20
D,286,72,20,20
D,311,72,20,20
D,336,72,20,20
D,360,72,20,20
D,262,97,20,20
D,286,97,20,20
D,311,97,20,20
D,336,97,20,20
D,360,97,20,20
D,262,124,20,20
D,286,124,20,20
D,311,124,20,20
D,336,124,20,20
D,360,124,20,20
D,262,149,20,20
D,286,149,20,20
D,311,149,20,20
D,336,149,21,20
D,360,149,20,20
D,262,174,20,20
D,286,174,21,20
D,311,174,20,20
D,336,174,20,20
D,360,174,20,20
D,262,200,20,20
D,286,200,20,20
D,311,200,20,20
D,336,200,21,20
D,360,200,20,20
D,262,227,20,20
D,286,227,20,20
D,311,227,20,20
D,336,227,20,20
D,360,227,20,20
D,262,251,20,20
D,286,251,20,20
D,311,251,20,20
D,336,251,20,20
D,360,251,20,20
